Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score
3969,300,5,51.8,1,1,2,112,4
1546,361,9,51.8,1,3,2,132,6
1996,234,10,51.75,2,3,2,232,7
4868,242,13,51.7,2,4,2,242,8
2438,313,4,51.6,1,1,2,112,4
1047,143,6,51.6,2,1,2,212,5
4465,366,4,51.6,1,1,2,112,4
2390,131,14,51.56,3,4,2,342,9
4205,311,4,51.5,1,1,2,112,4
2345,13,10,51.5,4,3,2,432,9
4393,36,5,51.4,4,1,2,412,7
1318,95,5,51.3,3,1,2,312,6
3860,239,7,51.27,2,2,2,222,6
3026,340,14,51.25,1,4,2,142,7
3406,68,6,51.2,3,1,2,312,6
3810,237,5,51.2,2,1,2,212,5
1907,164,5,51.2,2,1,2,212,5
3493,331,8,51.1,1,2,2,122,5
1881,76,11,51.05,3,3,2,332,8
3156,150,6,51.0,2,1,2,212,5
1869,228,11,51.0,2,3,2,232,7
3198,190,5,51.0,2,1,2,212,5
3662,27,8,51.0,4,2,2,422,8
3979,105,4,51.0,3,1,2,312,6
1813,394,3,50.9,1,1,2,112,4
1258,508,6,50.9,1,1,2,112,4
1077,109,14,50.9,3,4,2,342,9
3496,99,10,50.9,3,3,2,332,8
1705,79,8,50.85,3,2,2,322,7
4751,41,6,50.8,4,2,2,422,8
3426,66,8,50.8,3,2,2,322,7
1760,341,8,50.8,1,2,2,122,5
4822,179,12,50.8,2,3,2,232,7
2392,15,7,50.8,4,2,2,422,8
4911,357,10,50.75,1,3,2,132,6
2797,109,5,50.7,3,1,2,312,6
2353,242,9,50.7,2,3,2,232,7
1072,68,4,50.7,3,1,2,312,6
1698,161,8,50.64,2,2,2,222,6
3235,2,7,50.6,4,2,2,422,8
1433,464,4,50.6,1,1,2,112,4
4858,318,6,50.6,1,2,2,122,5
3601,10,8,50.5,4,2,2,422,8
3676,67,6,50.49,3,2,2,322,7
4210,145,4,50.44,2,1,2,212,5
2728,32,5,50.4,4,1,2,412,7
3585,162,4,50.4,2,1,2,212,5
4304,319,8,50.36,1,2,2,122,5
3674,139,11,50.34,3,3,2,332,8
4140,678,6,50.2,1,2,2,122,5
3267,346,9,50.2,1,3,2,132,6
4172,83,9,50.15,3,3,2,332,8
1421,145,11,50.12,2,3,2,232,7
3413,98,10,50.1,3,3,2,332,8
4493,62,9,50.1,3,3,2,332,8
1078,63,7,50.0,3,2,2,322,7
1732,215,7,50.0,2,2,2,222,6
3886,42,10,50.0,4,3,2,432,9
4331,111,6,50.0,3,2,2,322,7
4355,39,9,50.0,4,3,2,432,9
3729,31,8,49.94,4,2,2,422,8
3259,119,9,49.92,3,3,2,332,8
4265,18,10,49.9,4,3,2,432,9
4605,68,6,49.9,3,2,2,322,7
2742,81,9,49.85,3,3,2,332,8
1980,76,10,49.83,3,3,2,332,8
1812,77,4,49.8,3,1,2,312,6
2838,50,7,49.8,4,2,2,422,8
1529,196,7,49.7,2,2,2,222,6
2450,152,6,49.7,2,2,2,222,6
1316,279,6,49.6,2,2,2,222,6
1935,489,11,49.6,1,3,2,132,6
4413,80,7,49.5,3,2,2,322,7
1746,77,10,49.5,3,3,2,332,8
1434,397,8,49.5,1,2,2,122,5
3916,87,6,49.5,3,2,2,322,7
3807,65,6,49.5,3,2,2,322,7
3726,218,6,49.5,2,2,2,222,6
1423,443,6,49.46,1,2,2,122,5
3828,198,9,49.4,2,3,2,232,7
2009,80,6,49.4,3,2,2,322,7
3209,2,11,49.4,4,3,2,432,9
4599,616,4,49.4,1,1,2,112,4
2984,309,11,49.4,1,3,2,132,6
3264,269,10,49.35,2,3,2,232,7
4342,287,10,49.3,1,3,2,132,6
1502,60,7,49.3,3,2,2,322,7
2522,509,8,49.3,1,2,2,122,5
2594,223,8,49.3,2,2,2,222,6
2143,158,7,49.3,2,2,2,222,6
2827,60,8,49.22,3,2,2,322,7
2682,29,11,49.2,4,3,2,432,9
1147,409,6,49.2,1,2,2,122,5
3611,320,7,49.15,1,2,2,122,5
3528,134,11,49.15,3,3,2,332,8
4460,171,8,49.15,2,2,2,222,6
4085,92,9,49.1,3,3,2,332,8
4273,199,8,49.1,2,2,2,222,6
1158,74,11,49.1,3,3,2,332,8
2126,612,2,49.0,1,1,2,112,4
2378,259,4,49.0,2,1,2,212,5
4216,246,11,48.9,2,3,2,232,7
1568,661,4,48.9,1,1,2,112,4
3397,313,6,48.9,1,2,2,122,5
3939,323,5,48.89,1,1,2,112,4
4229,132,8,48.8,3,2,2,322,7
1009,86,9,48.75,3,3,2,332,8
3923,337,8,48.74,1,2,2,122,5
1260,452,4,48.74,1,1,2,112,4
4849,227,7,48.64,2,2,2,222,6
1818,111,10,48.6,3,3,2,332,8
1631,138,5,48.6,3,1,2,312,6
1752,255,10,48.6,2,3,2,232,7
4848,77,6,48.5,3,2,2,322,7
1499,51,10,48.5,4,3,2,432,9
3307,85,11,48.5,3,3,2,332,8
2411,618,6,48.4,1,2,2,122,5
1134,391,7,48.4,1,2,2,122,5
3622,2,10,48.4,4,3,2,432,9
4702,52,7,48.39,4,2,2,422,8
2516,152,8,48.3,2,2,2,222,6
3096,130,7,48.3,3,2,2,322,7
1431,53,9,48.3,4,3,2,432,9
2753,113,8,48.2,3,2,2,322,7
3940,296,4,48.2,1,1,2,112,4
3112,225,8,48.2,2,2,2,222,6
2062,99,8,48.11,3,2,2,322,7
4349,291,7,48.1,1,2,2,122,5
3618,449,4,48.1,1,1,2,112,4
4903,22,8,48.1,4,2,2,422,8
4094,275,10,48.1,2,3,2,232,7
1040,34,11,48.1,4,3,2,432,9
3989,438,6,48.1,1,2,2,122,5
1604,49,8,48.0,4,2,2,422,8
4815,705,2,47.9,1,1,2,112,4
2295,2,10,47.9,4,3,2,432,9
4171,210,8,47.9,2,2,2,222,6
4887,413,6,47.9,1,2,2,122,5
3694,13,10,47.7,4,3,2,432,9
4374,467,4,47.7,1,1,2,112,4
1872,128,10,47.7,3,3,2,332,8
3302,222,6,47.7,2,2,2,222,6
4542,346,6,47.7,1,2,2,122,5
2016,137,4,47.6,3,1,2,312,6
4651,192,7,47.5,2,2,2,222,6
1387,578,6,47.46,1,2,2,122,5
1897,339,8,47.4,1,2,2,122,5
2039,99,4,47.4,3,1,2,312,6
4055,645,3,47.4,1,1,2,112,4
4644,127,6,47.4,3,2,2,322,7
3263,531,7,47.3,1,2,2,122,5
1801,201,11,47.3,2,3,2,232,7
2002,71,7,47.3,3,2,2,322,7
3563,35,8,47.3,4,2,2,422,8
4017,56,8,47.3,4,2,2,422,8
4539,296,9,47.3,1,3,2,132,6
1848,177,8,47.25,2,2,2,222,6
1605,177,11,47.1,2,3,2,232,7
2670,245,6,47.1,2,2,2,222,6
1280,140,8,47.1,3,2,2,322,7
3178,22,12,47.1,4,3,2,432,9
1261,223,8,47.05,2,2,2,222,6
4185,348,6,47.0,1,2,2,122,5
3065,367,7,46.95,1,2,2,122,5
4841,13,11,46.9,4,3,2,432,9
2859,322,4,46.9,1,1,2,112,4
1458,128,7,46.9,3,2,2,322,7
1799,94,9,46.82,3,3,2,332,8
4713,336,6,46.8,1,2,2,122,5
3630,159,4,46.8,2,1,2,212,5
2922,4,6,46.7,4,2,2,422,8
3195,175,6,46.7,2,2,2,222,6
2480,101,13,46.7,3,4,2,342,9
3445,90,6,46.7,3,2,2,322,7
1262,526,6,46.6,1,2,2,122,5
4738,137,6,46.5,3,2,2,322,7
2485,226,7,46.45,2,2,2,222,6
2709,132,11,46.45,3,3,2,332,8
4847,330,9,46.42,1,3,2,132,6
3283,181,9,46.4,2,3,2,232,7
1359,580,4,46.4,1,1,2,112,4
1569,589,8,46.4,1,2,2,122,5
4259,189,12,46.37,2,3,2,232,7
4361,116,8,46.25,3,2,2,322,7
2427,187,9,46.15,2,3,2,232,7
4480,566,5,46.06,1,1,2,112,4
3003,601,6,46.04,1,2,2,122,5
3648,211,3,46.0,2,1,2,212,5
3892,163,5,46.0,2,1,2,212,5
1589,490,4,46.0,1,1,2,112,4
4408,254,9,45.92,2,3,2,232,7
2082,37,10,45.9,4,3,2,432,9
3212,256,4,45.9,2,1,2,212,5
4798,39,8,45.84,4,2,2,422,8
3125,451,4,45.8,1,1,2,112,4
1842,310,6,45.8,1,2,2,122,5
2655,182,5,45.76,2,1,2,212,5
3076,22,4,45.7,4,1,2,412,7
3011,191,11,45.7,2,3,2,232,7
2455,360,4,45.7,1,1,2,112,4
3455,42,8,45.7,4,2,2,422,8
4069,241,11,45.7,2,3,2,232,7
3512,43,4,45.7,4,1,2,412,7
2228,214,4,45.66,2,1,2,212,5
2183,366,7,45.6,1,2,2,122,5
1538,30,6,45.55,4,2,2,422,8
1770,41,10,45.52,4,3,2,432,9
3966,212,11,45.52,2,3,2,232,7
3502,477,11,45.52,1,3,2,132,6
1490,87,4,45.5,3,1,2,312,6
3487,431,12,45.5,1,3,2,132,6
3381,390,4,45.5,1,1,2,112,4
3151,96,6,45.45,3,2,2,322,7
4298,158,8,45.45,2,2,2,222,6
3159,333,7,45.44,1,2,2,122,5
4917,393,6,45.4,1,2,2,122,5
3801,68,9,45.4,3,3,2,332,8
3060,178,7,45.4,2,2,2,222,6
4839,11,8,45.34,4,2,2,422,8
2941,88,12,45.3,3,3,2,332,8
4956,405,8,45.3,1,2,2,122,5
3351,77,6,45.2,3,2,2,322,7
3344,273,12,45.2,2,3,2,232,7
1405,305,6,45.2,1,2,2,122,5
4516,23,7,45.2,4,2,2,422,8
3965,365,8,45.15,1,2,2,122,5
1548,455,6,45.1,1,2,2,122,5
2566,333,3,44.92,1,1,2,112,4
3541,652,4,44.9,1,1,2,112,4
1909,121,7,44.8,3,2,2,322,7
4270,325,6,44.72,1,2,2,122,5
4034,47,6,44.7,4,2,2,422,8
2003,37,6,44.7,4,2,2,422,8
4553,200,7,44.7,2,2,2,222,6
4626,6,7,44.7,4,2,2,422,8
3980,105,10,44.7,3,3,2,332,8
4452,37,4,44.6,4,1,2,412,7
2113,114,8,44.6,3,2,2,322,7
4774,167,4,44.5,2,1,2,212,5
4731,270,5,44.4,2,1,2,212,5
3303,339,8,44.4,1,2,2,122,5
1714,150,5,44.4,2,1,2,212,5
4854,372,8,44.35,1,2,2,122,5
1425,97,10,44.32,3,3,2,332,8
3795,347,8,44.3,1,2,2,122,5
1965,148,4,44.2,2,1,2,212,5
2156,145,9,44.2,2,3,2,232,7
3423,211,8,44.2,2,2,2,222,6
1388,271,7,44.2,2,2,2,222,6
4415,337,8,44.2,1,2,2,122,5
1393,491,7,44.15,1,2,2,122,5
4090,307,6,44.12,1,2,2,122,5
3191,0,5,44.09,4,1,2,412,7
4488,379,6,44.0,1,2,2,122,5
4874,7,5,43.95,4,1,2,412,7
1054,70,9,43.9,3,3,2,332,8
3755,93,6,43.9,3,2,2,322,7
3458,139,10,43.9,3,3,2,332,8
2644,588,7,43.9,1,2,2,122,5
2177,454,6,43.85,1,2,2,122,5
4397,186,11,43.84,2,3,2,232,7
2981,27,9,43.8,4,3,2,432,9
4278,545,4,43.8,1,1,2,112,4
3318,162,4,43.8,2,1,2,212,5
4339,405,6,43.76,1,2,2,122,5
4329,433,7,43.75,1,2,2,122,5
1590,137,6,43.7,3,2,2,322,7
2642,273,7,43.6,2,2,2,222,6
3217,285,6,43.6,1,2,2,122,5
2619,371,7,43.56,1,2,1,121,4
3341,15,5,43.52,4,1,1,411,6
3767,207,9,43.5,2,3,1,231,6
1184,197,5,43.5,2,1,1,211,4
4818,285,8,43.5,1,2,1,121,4
2962,248,9,43.45,2,3,1,231,6
2608,102,8,43.4,3,2,1,321,6
2545,42,12,43.35,4,3,1,431,8
1950,49,10,43.35,4,3,1,431,8
4462,206,11,43.3,2,3,1,231,6
1877,456,11,43.22,1,3,1,131,5
2538,156,7,43.2,2,2,1,221,5
4668,332,6,43.2,1,2,1,121,4
3169,181,6,43.2,2,2,1,221,5
4070,156,6,43.1,2,2,1,221,5
1382,92,6,43.0,3,2,1,321,6
1730,5,8,43.0,4,2,1,421,7
4290,482,7,42.85,1,2,1,121,4
2278,142,6,42.84,2,2,1,221,5
2588,2,5,42.8,4,1,1,411,6
3142,485,11,42.8,1,3,1,131,5
4048,236,8,42.65,2,2,1,221,5
3759,113,8,42.62,3,2,1,321,6
1025,133,6,42.62,3,2,1,321,6
3546,38,7,42.6,4,2,1,421,7
4978,711,2,42.6,1,1,1,111,3
4046,366,9,42.42,1,3,1,131,5
3977,258,6,42.4,2,2,1,221,5
4647,316,4,42.4,1,1,1,111,3
3061,25,8,42.35,4,2,1,421,7
1805,204,7,42.3,2,2,1,221,5
3532,218,6,42.3,2,2,1,221,5
1990,151,6,42.2,2,2,1,221,5
1936,137,6,42.2,3,2,1,321,6
2818,38,5,42.2,4,1,1,411,6
2627,60,8,42.2,3,2,1,321,6
3250,262,5,42.1,2,1,1,211,4
4502,38,9,42.04,4,3,1,431,8
4484,33,6,41.92,4,2,1,421,7
4850,168,4,41.9,2,1,1,211,4
1977,352,3,41.9,1,1,1,111,3
1635,35,6,41.86,4,2,1,421,7
4407,314,6,41.85,1,2,1,121,4
3359,523,5,41.82,1,1,1,111,3
4021,425,6,41.8,1,2,1,121,4
2674,483,6,41.7,1,2,1,121,4
1667,352,2,41.6,1,1,1,111,3
2324,134,6,41.6,3,2,1,321,6
3043,359,2,41.4,1,1,1,111,3
1775,80,2,41.4,3,1,1,311,5
4971,227,6,41.4,2,2,1,221,5
2886,383,4,41.4,1,1,1,111,3
4895,114,10,41.35,3,3,1,331,7
2593,443,6,41.32,1,2,1,121,4
2721,142,6,41.3,2,2,1,221,5
4282,190,4,41.2,2,1,1,211,4
2486,35,5,41.15,4,1,1,411,6
2179,258,4,41.15,2,1,1,211,4
4300,270,7,41.1,2,2,1,221,5
1728,137,7,41.1,3,2,1,321,6
3118,1,7,41.0,4,2,1,421,7
1570,285,5,41.0,1,1,1,111,3
1383,310,6,41.0,1,2,1,121,4
1135,173,9,40.97,2,3,1,231,6
3039,32,10,40.95,4,3,1,431,8
2168,35,7,40.95,4,2,1,421,7
4083,502,2,40.9,1,1,1,111,3
1840,367,5,40.9,1,1,1,111,3
1530,445,5,40.9,1,1,1,111,3
1738,455,8,40.85,1,2,1,121,4
1282,42,10,40.7,4,3,1,431,8
1236,233,5,40.6,2,1,1,211,4
2206,74,7,40.5,3,2,1,321,6
1511,283,4,40.42,1,1,1,111,3
2155,414,8,40.4,1,2,1,121,4
3564,179,8,40.3,2,2,1,221,5
2949,577,5,40.26,1,1,1,111,3
1104,64,10,40.25,3,3,1,331,7
3075,76,6,40.2,3,2,1,321,6
4401,447,9,40.2,1,3,1,131,5
3464,548,4,40.2,1,1,1,111,3
3074,261,5,40.14,2,1,1,211,4
2173,141,4,40.1,3,1,1,311,5
2479,351,10,40.05,1,3,1,131,5
2913,179,4,40.03,2,1,1,211,4
3514,382,4,40.0,1,1,1,111,3
3016,29,7,40.0,4,2,1,421,7
4318,489,6,39.95,1,2,1,121,4
3291,150,4,39.9,2,1,1,211,4
1686,594,6,39.9,1,2,1,121,4
2263,181,2,39.9,2,1,1,211,4
4196,53,10,39.9,4,3,1,431,8
4955,385,6,39.8,1,2,1,121,4
2704,42,6,39.8,4,2,1,421,7
1263,437,4,39.8,1,1,1,111,3
1650,551,6,39.8,1,2,1,121,4
4311,389,5,39.8,1,1,1,111,3
4250,431,4,39.76,1,1,1,111,3
1985,34,8,39.75,4,2,1,421,7
4758,389,9,39.7,1,3,1,131,5
4168,392,4,39.7,1,1,1,111,3
4428,129,6,39.7,3,2,1,321,6
1099,139,6,39.7,3,2,1,321,6
1919,134,4,39.6,3,1,1,311,5
1672,84,6,39.6,3,2,1,321,6
2101,10,11,39.6,4,3,1,431,8
4888,320,6,39.55,1,2,1,121,4
4727,39,10,39.5,4,3,1,431,8
4287,146,6,39.5,2,2,1,221,5
3233,430,2,39.5,1,1,1,111,3
2572,217,2,39.4,2,1,1,211,4
4020,263,5,39.4,2,1,1,211,4
2301,6,9,39.35,4,3,1,431,8
3533,495,2,39.3,1,1,1,111,3
2190,80,6,39.1,3,2,1,321,6
1323,57,7,39.1,3,2,1,321,6
1448,286,4,39.1,1,1,1,111,3
1873,102,5,39.1,3,1,1,311,5
1720,25,7,39.04,4,2,1,421,7
1244,400,8,39.02,1,2,1,121,4
1942,441,4,39.0,1,1,1,111,3
2626,508,7,39.0,1,2,1,121,4
3092,6,6,39.0,4,2,1,421,7
1058,50,8,38.9,4,2,1,421,7
4724,118,4,38.9,3,1,1,311,5
1657,597,6,38.9,1,2,1,121,4
3712,10,8,38.82,4,2,1,421,7
4167,115,6,38.75,3,2,1,321,6
1418,393,7,38.7,1,2,1,121,4
1854,157,6,38.7,2,2,1,221,5
1858,249,5,38.7,2,1,1,211,4
1666,259,4,38.7,2,1,1,211,4
4014,45,8,38.66,4,2,1,421,7
2967,327,6,38.65,1,2,1,121,4
1575,360,10,38.62,1,3,1,131,5
1927,229,6,38.6,2,2,1,221,5
2123,572,3,38.6,1,1,1,111,3
3150,506,6,38.59,1,2,1,121,4
2313,315,5,38.54,1,1,1,111,3
3888,17,4,38.42,4,1,1,411,6
2283,346,7,38.42,1,2,1,121,4
1809,429,6,38.4,1,2,1,121,4
4551,155,4,38.4,2,1,1,211,4
2611,366,7,38.35,1,2,1,121,4
2461,87,5,38.3,3,1,1,311,5
3441,262,6,38.3,2,2,1,221,5
1585,357,8,38.3,1,2,1,121,4
2667,197,5,38.29,2,1,1,211,4
1828,281,9,38.25,1,3,1,131,5
3352,52,7,38.2,4,2,1,421,7
3278,396,4,38.2,1,1,1,111,3
1181,44,8,38.2,4,2,1,421,7
4458,649,6,38.2,1,2,1,121,4
4677,76,7,38.2,3,2,1,321,6
2095,92,6,38.2,3,2,1,321,6
3331,158,7,38.12,2,2,1,221,5
4001,192,7,38.1,2,2,1,221,5
2791,404,2,38.1,1,1,1,111,3
2892,405,5,38.0,1,1,1,111,3
4701,244,8,37.95,2,2,1,221,5
1701,227,2,37.9,2,1,1,211,4
3143,220,6,37.9,2,2,1,221,5
3561,367,8,37.9,1,2,1,121,4
2476,26,10,37.85,4,3,1,431,8
1694,455,6,37.8,1,2,1,121,4
4063,48,9,37.8,4,3,1,431,8
2546,237,5,37.8,2,1,1,211,4
2187,136,6,37.75,3,2,1,321,6
3929,54,9,37.74,4,3,1,431,8
2737,369,6,37.73,1,2,1,121,4
4640,96,9,37.69,3,3,1,331,7
4176,239,7,37.66,2,2,1,221,5
2951,8,7,37.65,4,2,1,421,7
3854,286,7,37.62,1,2,1,121,4
1539,94,5,37.6,3,1,1,311,5
2778,549,9,37.59,1,3,1,131,5
1376,183,7,37.58,2,2,1,221,5
3335,481,4,37.5,1,1,1,111,3
4534,441,4,37.5,1,1,1,111,3
2770,168,5,37.5,2,1,1,211,4
4174,438,4,37.5,1,1,1,111,3
2027,447,4,37.45,1,1,1,111,3
4810,137,4,37.4,3,1,1,311,5
3305,189,6,37.34,2,2,1,221,5
4696,134,7,37.2,3,2,1,321,6
2739,102,4,37.2,3,1,1,311,5
1555,278,2,37.2,2,1,1,211,4
4317,643,4,37.1,1,1,1,111,3
4051,336,6,37.1,1,2,1,121,4
2343,214,9,37.1,2,3,1,231,6
1409,155,6,37.06,2,2,1,221,5
3553,212,6,37.05,2,2,1,221,5
4079,101,6,37.0,3,2,1,321,6
1627,263,9,37.0,2,3,1,231,6
4934,60,8,37.0,3,2,1,321,6
3578,228,6,36.96,2,2,1,221,5
4139,34,6,36.9,4,2,1,421,7
2634,252,5,36.9,2,1,1,211,4
1573,343,6,36.9,1,2,1,121,4
1545,74,7,36.8,3,2,1,321,6
2858,493,3,36.8,1,1,1,111,3
4763,63,8,36.8,3,2,1,321,6
4830,372,8,36.7,1,2,1,121,4
2714,290,2,36.7,1,1,1,111,3
4663,621,6,36.65,1,2,1,121,4
4882,60,4,36.6,3,1,1,311,5
1941,105,5,36.6,3,1,1,311,5
2788,118,9,36.6,3,3,1,331,7
4614,67,10,36.6,3,3,1,331,7
1914,209,7,36.55,2,2,1,221,5
2067,140,9,36.54,3,3,1,331,7
1173,69,9,36.5,3,3,1,331,7
3753,367,6,36.5,1,2,1,121,4
1830,348,4,36.5,1,1,1,111,3
4368,79,8,36.4,3,2,1,321,6
2060,157,5,36.4,2,1,1,211,4
2895,138,3,36.3,3,1,1,311,5
1389,315,8,36.3,1,2,1,121,4
3085,172,4,36.2,2,1,1,211,4
3628,516,6,36.16,1,2,1,121,4
3218,567,5,36.1,1,1,1,111,3
2673,20,8,36.1,4,2,1,421,7
4863,0,4,36.1,4,1,1,411,6
4960,133,9,36.0,3,3,1,331,7
3403,623,7,35.92,1,2,1,121,4
3477,531,3,35.9,1,1,1,111,3
1874,154,9,35.9,2,3,1,231,6
1508,45,8,35.9,4,2,1,421,7
2888,10,9,35.9,4,3,1,431,8
4209,519,4,35.8,1,1,1,111,3
2098,436,7,35.8,1,2,1,121,4
3800,325,6,35.8,1,2,1,121,4
1607,444,6,35.76,1,2,1,121,4
1042,75,6,35.75,3,2,1,321,6
3974,194,6,35.7,2,2,1,221,5
2537,77,8,35.6,3,2,1,321,6
2995,315,5,35.59,1,1,1,111,3
4635,75,8,35.5,3,2,1,321,6
2280,353,4,35.5,1,1,1,111,3
1596,169,10,35.45,2,3,1,231,6
1364,152,8,35.4,2,2,1,221,5
2585,291,10,35.4,1,3,1,131,5
3955,37,6,35.4,4,2,1,421,7
4087,126,5,35.3,3,1,1,311,5
2046,131,5,35.25,3,1,1,311,5
3738,0,10,35.2,4,3,1,431,8
1154,227,9,35.2,2,3,1,231,6
3792,518,4,35.1,1,1,1,111,3
1617,275,9,35.1,2,3,1,231,6
1463,6,6,35.1,4,2,1,421,7
4857,155,4,35.1,2,1,1,211,4
3057,532,5,35.1,1,1,1,111,3
1563,612,5,35.0,1,1,1,111,3
2377,258,5,35.0,2,1,1,211,4
3638,207,4,35.0,2,1,1,211,4
1487,423,7,34.9,1,2,1,121,4
2423,517,4,34.8,1,1,1,111,3
1105,222,6,34.8,2,2,1,221,5
1453,404,4,34.8,1,1,1,111,3
1201,401,4,34.8,1,1,1,111,3
2520,24,6,34.77,4,2,1,421,7
3901,395,4,34.7,1,1,1,111,3
4354,348,4,34.7,1,1,1,111,3
1916,44,7,34.65,4,2,1,421,7
1149,18,7,34.6,4,2,1,421,7
1145,84,6,34.6,3,2,1,321,6
1117,220,3,34.6,2,1,1,211,4
1571,220,8,34.5,2,2,1,221,5
2094,602,6,34.44,1,2,1,121,4
1196,33,8,34.42,4,2,1,421,7
4861,108,6,34.4,3,2,1,321,6
1879,417,8,34.4,1,2,1,121,4
1709,252,4,34.4,2,1,1,211,4
3461,187,6,34.3,2,2,1,221,5
3417,15,8,34.3,4,2,1,421,7
2253,162,6,34.3,2,2,1,221,5
4974,420,4,34.24,1,1,1,111,3
3135,157,6,34.22,2,2,1,221,5
4682,227,6,34.2,2,2,1,221,5
3659,192,7,34.16,2,2,1,221,5
2926,52,7,34.15,4,2,1,421,7
4943,155,6,34.1,2,2,1,221,5
3871,152,7,34.1,2,2,1,221,5
1771,282,6,34.0,1,2,1,121,4
4581,271,6,34.0,2,2,1,221,5
3319,43,5,34.0,4,1,1,411,6
2429,184,4,33.96,2,1,1,211,4
3720,216,8,33.9,2,2,1,221,5
3725,466,4,33.9,1,1,1,111,3
3199,6,2,33.9,4,1,1,411,6
1368,168,2,33.9,2,1,1,211,4
3914,356,6,33.82,1,2,1,121,4
2812,387,3,33.8,1,1,1,111,3
4033,207,6,33.7,2,2,1,221,5
3475,16,10,33.7,4,3,1,431,8
2318,348,6,33.7,1,2,1,121,4
2970,0,7,33.6,4,2,1,421,7
2677,7,6,33.6,4,2,1,421,7
3332,333,5,33.55,1,1,1,111,3
3876,88,6,33.5,3,2,1,321,6
3695,174,8,33.4,2,2,1,221,5
3056,137,4,33.4,3,1,1,311,5
2662,390,6,33.4,1,2,1,121,4
2725,702,4,33.4,1,1,1,111,3
2605,487,6,33.35,1,2,1,121,4
2275,150,4,33.32,2,1,1,211,4
2347,337,4,33.3,1,1,1,111,3
2114,54,6,33.3,4,2,1,421,7
2258,437,7,33.3,1,2,1,121,4
2030,117,7,33.22,3,2,1,321,6
4905,35,2,33.2,4,1,1,411,6
3131,392,4,33.2,1,1,1,111,3
1374,147,10,33.2,2,3,1,231,6
3242,221,8,33.1,2,2,1,221,5
4400,19,6,33.02,4,2,1,421,7
3211,91,4,33.0,3,1,1,311,5
1232,182,7,33.0,2,2,1,221,5
4998,77,2,33.0,3,1,1,311,5
1122,9,6,33.0,4,2,1,421,7
2199,576,4,33.0,1,1,1,111,3
4670,80,7,32.9,3,2,1,321,6
4811,58,7,32.9,3,2,1,321,6
1861,140,5,32.9,3,1,1,311,5
3521,166,8,32.9,2,2,1,221,5
4518,163,5,32.8,2,1,1,211,4
3367,671,2,32.8,1,1,1,111,3
4327,248,5,32.76,2,1,1,211,4
3964,659,5,32.7,1,1,1,111,3
2088,324,5,32.7,1,1,1,111,3
1459,165,4,32.66,2,1,1,211,4
1633,143,6,32.62,2,2,1,221,5
2384,362,6,32.6,1,2,1,121,4
1219,454,4,32.6,1,1,1,111,3
3747,309,5,32.6,1,1,1,111,3
1593,144,7,32.6,2,2,1,221,5
2057,47,5,32.54,4,1,1,411,6
1317,522,6,32.54,1,2,1,121,4
2919,183,4,32.5,2,1,1,211,4
4570,130,6,32.5,3,2,1,321,6
3820,522,6,32.5,1,2,1,121,4
2013,122,7,32.45,3,2,1,321,6
4047,299,4,32.44,1,1,1,111,3
2856,131,4,32.4,3,1,1,311,5
1727,165,6,32.4,2,2,1,221,5
3885,76,5,32.4,3,1,1,311,5
4533,223,6,32.4,2,2,1,221,5
3641,3,6,32.3,4,2,1,421,7
3425,380,6,32.3,1,2,1,121,4
2036,490,6,32.3,1,2,1,121,4
3908,173,4,32.3,2,1,1,211,4
2053,100,8,32.2,3,2,1,321,6
1057,570,8,32.15,1,2,1,121,4
2651,475,4,32.12,1,1,1,111,3
3317,184,6,32.11,2,2,1,221,5
1577,289,2,32.1,1,1,1,111,3
3449,31,8,32.0,4,2,1,421,7
2006,22,4,32.0,4,1,1,411,6
2845,90,4,31.9,3,1,1,311,5
1408,160,7,31.9,2,2,1,221,5
2603,550,4,31.86,1,1,1,111,3
4145,263,6,31.84,2,2,1,221,5
3992,410,4,31.75,1,1,1,111,3
1085,137,7,31.74,3,2,1,321,6
2966,399,6,31.7,1,2,1,121,4
1645,451,4,31.7,1,1,1,111,3
3565,624,3,31.54,1,1,1,111,3
3326,244,4,31.5,2,1,1,211,4
3152,36,4,31.5,4,1,1,411,6
4081,71,6,31.44,3,2,1,321,6
4913,151,7,31.4,2,2,1,221,5
3019,11,5,31.4,4,1,1,411,6
3945,87,6,31.4,3,2,1,321,6
3710,130,8,31.3,3,2,1,321,6
3791,280,4,31.2,2,1,1,211,4
4674,578,6,31.2,1,2,1,121,4
3890,65,9,31.1,3,3,1,331,7
1164,275,5,31.1,2,1,1,211,4
3805,468,6,31.1,1,2,1,121,4
4936,290,4,31.1,1,1,1,111,3
2887,347,4,31.1,1,1,1,111,3
1429,326,5,31.1,1,1,1,111,3
2141,297,9,31.0,1,3,1,131,5
3172,304,7,31.0,1,2,1,121,4
2174,468,7,30.8,1,2,1,121,4
3147,6,5,30.75,4,1,1,411,6
2451,458,7,30.65,1,2,1,121,4
1121,655,2,30.62,1,1,1,111,3
3550,377,8,30.6,1,2,1,121,4
2214,345,4,30.6,1,1,1,111,3
3188,24,6,30.59,4,2,1,421,7
1189,544,4,30.55,1,1,1,111,3
4625,267,5,30.5,2,1,1,211,4
2631,94,7,30.5,3,2,1,321,6
3196,56,5,30.44,4,1,1,411,6
3004,323,4,30.35,1,1,1,111,3
